word,set,usas_tag,usas_top_level,usas_top_level_name
rural,added,F4/M7,F,Food and Farming
sanction,added,S7.4,S,"Social Actions, States and Processes"
scan,added,X3.4/N3.8+,X,"Psychological Actions, States and Processes"
scare,added,E5-,E,Emotion
schedule,added,X7+,X,"Psychological Actions, States and Processes"
scheme,added,X7+,X,"Psychological Actions, States and Processes"
scholar,added,P1/S2mf,P,Education
scope,added,A1.7-,A,General and Abstract Terms
score,added,K5,K,"Entertainment, Sports and Games"
scream,added,Q2.2,Q,Language and Communication
seal,added,A1.7+,A,General and Abstract Terms
secondary,added,A11.1-,A,General and Abstract Terms
secondly,added,N4,N,Numbers and Measurement
section,added,A1.1.1,A,General and Abstract Terms
sector,added,A4.1,A,General and Abstract Terms
secure,added,A9+,A,General and Abstract Terms
security,added,G2.1,G,Government and Public
seek,added,X2.4,X,"Psychological Actions, States and Processes"
segment,added,A1.1.1,A,General and Abstract Terms
select,added,X7+,X,"Psychological Actions, States and Processes"
selection,added,X7+,X,"Psychological Actions, States and Processes"
senior,added,S7.1++/S2mf,S,"Social Actions, States and Processes"
sequence,added,N4,N,Numbers and Measurement
series,added,N4c,N,Numbers and Measurement
seriously,added,A13.3,A,General and Abstract Terms
server,added,F1/S2mf,F,Food and Farming
session,added,T1.3,T,Time
settlement,added,M7,M,"Movement, Location, Travel and Transport"
sex,added,L2,L,Life and Living Things
sexual,added,S3.2,S,"Social Actions, States and Processes"
shareholder,added,I1.1/S2mf,I,Money and Commerce in Industry
shift,added,A2.1+,A,General and Abstract Terms
shot,added,G3,G,Government and Public
sigh,added,Q2.2/X3.2,Q,Language and Communication
significance,added,A11.1+,A,General and Abstract Terms
significant,added,A11.1+,A,General and Abstract Terms
significantly,added,A11.1+,A,General and Abstract Terms
silly,added,S1.2.6-,S,"Social Actions, States and Processes"
similar,added,A6.1+,A,General and Abstract Terms
similarly,added,A6.1+,A,General and Abstract Terms
simply,added,A13.6,A,General and Abstract Terms
singer,added,K2/S2mf,K,"Entertainment, Sports and Games"
site,added,M6,M,"Movement, Location, Travel and Transport"
situate,added,M6,M,"Movement, Location, Travel and Transport"
ski,added,K5.1,K,"Entertainment, Sports and Games"
slice,added,A1.1.1,A,General and Abstract Terms
slightly,added,A13.6,A,General and Abstract Terms
slowly,added,N3.8-,N,Numbers and Measurement
smart,added,B2-,B,The Body and the Individual
snap,added,A1.1.2,A,General and Abstract Terms
software,added,Y2,Y,Science and Technology
solar,added,W1,W,World and Environment
somewhat,added,A13.6,A,General and Abstract Terms
source,added,A9+,A,General and Abstract Terms
southern,added,M6,M,"Movement, Location, Travel and Transport"
speaker,added,Q2.1/S2mf,Q,Language and Communication
specialist,added,X2.2+/S2mf,X,"Psychological Actions, States and Processes"
specialize,added,A4.2+,A,General and Abstract Terms
specie,added,Z99,Z,Names and Grammar
specific,added,A4.2+,A,General and Abstract Terms
specifically,added,A4.2+,A,General and Abstract Terms
specify,added,A4.2+/Q2.2,A,General and Abstract Terms
sponsor,added,A9-/I1.1/S2mf,A,General and Abstract Terms
stability,added,A2.1-,A,General and Abstract Terms
stable,added,A2.1-,A,General and Abstract Terms
stake,added,I1/A1.4,I,Money and Commerce in Industry
stare,added,X3.4,X,"Psychological Actions, States and Processes"
statement,added,Q2.1,Q,Language and Communication
statistic,added,N3.1,N,Numbers and Measurement
status,added,S7.1,S,"Social Actions, States and Processes"
steal,added,G2.1-/A9+,G,Government and Public
stimulate,added,A2.2,A,General and Abstract Terms
storage,added,A9+,A,General and Abstract Terms
strain,added,A1.1.1/N5.2+,A,General and Abstract Terms
strategy,added,X7+,X,"Psychological Actions, States and Processes"
stress,added,Q2.2,Q,Language and Communication
strongly,added,A13.3,A,General and Abstract Terms
structural,added,O4.1,O,"Substances, Materials, Objects and Equipment"
structure,added,A1.1.1,A,General and Abstract Terms
studio,added,C1/H2,C,Arts and Crafts
style,added,X4.2,X,"Psychological Actions, States and Processes"
submit,added,A9-,A,General and Abstract Terms
subsequent,added,N4,N,Numbers and Measurement
subsequently,added,N4,N,Numbers and Measurement
substantial,added,N3.2+,N,Numbers and Measurement
substitute,added,A2.1+,A,General and Abstract Terms
successful,added,X9.2+,X,"Psychological Actions, States and Processes"
successfully,added,X9.2+,X,"Psychological Actions, States and Processes"
suddenly,added,N3.8+,N,Numbers and Measurement
sufficient,added,N5,N,Numbers and Measurement
suitable,added,A1.2+,A,General and Abstract Terms
sum,added,N2,N,Numbers and Measurement
summarize,added,Q2.2,Q,Language and Communication
summary,added,N3.8+,N,Numbers and Measurement
supplement,added,N5++,N,Numbers and Measurement
supplier,added,I2.2/S2mfc,I,Money and Commerce in Industry
supporter,added,S8+/S2mf,S,"Social Actions, States and Processes"
surely,added,A7+,A,General and Abstract Terms
surgery,added,B3,B,The Body and the Individual
surprisingly,added,X2.6-,X,"Psychological Actions, States and Processes"
survey,added,X2.4,X,"Psychological Actions, States and Processes"
survival,added,A3+/T2++,A,General and Abstract Terms
survive,added,A3+/T2++,A,General and Abstract Terms
suspend,added,T4-,T,Time
sustain,added,T2++,T,Time
switch,added,O3,O,"Substances, Materials, Objects and Equipment"
symbol,added,A6.2+,A,General and Abstract Terms
symptom,added,B2-,B,The Body and the Individual
tackle,added,K5.1,K,"Entertainment, Sports and Games"
tale,added,Q2.1,Q,Language and Communication
talent,added,X9.1+,X,"Psychological Actions, States and Processes"
tank,added,O2,O,"Substances, Materials, Objects and Equipment"
tape,added,K3,K,"Entertainment, Sports and Games"
target,added,X7+,X,"Psychological Actions, States and Processes"
task,added,A1.1.1,A,General and Abstract Terms
teacher,added,P1/I3.2/S2mf,P,Education
team,added,S5+,S,"Social Actions, States and Processes"
technical,added,Y1,Y,Science and Technology
technique,added,X4.2,X,"Psychological Actions, States and Processes"
technology,added,Y1,Y,Science and Technology
teenager,added,T3-/S2mf,T,Time
television,added,Q4.3,Q,Language and Communication
temporary,added,T1.3,T,Time
tendency,added,A6.2+,A,General and Abstract Terms
tennis,added,K5.1,K,"Entertainment, Sports and Games"
tension,added,E6-,E,Emotion
territory,added,M7,M,"Movement, Location, Travel and Transport"
terrorist,added,G2.1-/S2mf,G,Government and Public
text,added,Q1.2,Q,Language and Communication
theme,added,X4.1,X,"Psychological Actions, States and Processes"
themselves,added,Z8,Z,Names and Grammar
theoretical,added,A1.6,A,General and Abstract Terms
theory,added,X4.1,X,"Psychological Actions, States and Processes"
therapy,added,B3,B,The Body and the Individual
throughout,added,N5.1+,N,Numbers and Measurement
tiny,added,N3.2-,N,Numbers and Measurement
tissue,added,B1,B,The Body and the Individual
tone,added,B4,B,The Body and the Individual
topic,added,X4.1,X,"Psychological Actions, States and Processes"
totally,added,A13.2,A,General and Abstract Terms
tourism,added,M1,M,"Movement, Location, Travel and Transport"
tourist,added,M1/S2,M,"Movement, Location, Travel and Transport"
tournament,added,S7.3,S,"Social Actions, States and Processes"
trace,added,A11.2+,A,General and Abstract Terms
tradition,added,S1.1.1,S,"Social Actions, States and Processes"
traditional,added,S1.1.1,S,"Social Actions, States and Processes"
traffic,added,M3,M,"Movement, Location, Travel and Transport"
trail,added,X2.4,X,"Psychological Actions, States and Processes"
transfer,added,M6/A2.1+,M,"Movement, Location, Travel and Transport"
transform,added,A2.1+,A,General and Abstract Terms
transition,added,A2.1+,A,General and Abstract Terms
transport,added,M2,M,"Movement, Location, Travel and Transport"
transportation,added,M2,M,"Movement, Location, Travel and Transport"
treatment,added,B3,B,The Body and the Individual
trend,added,A6.2+,A,General and Abstract Terms
trigger,added,A2.2,A,General and Abstract Terms
troop,added,G3/S5+c,G,Government and Public
truck,added,M3fn,M,"Movement, Location, Travel and Transport"
truly,added,A5.2+,A,General and Abstract Terms
twice,added,N6,N,Numbers and Measurement
twin,added,A6.1+,A,General and Abstract Terms
typical,added,A4.2+,A,General and Abstract Terms
typically,added,A6.2+,A,General and Abstract Terms
ultimately,added,N4,N,Numbers and Measurement
unable,added,X9.1-,X,"Psychological Actions, States and Processes"
uncertainty,added,A7-,A,General and Abstract Terms
unclear,added,A7-,A,General and Abstract Terms
undergo,added,A1.1.1,A,General and Abstract Terms
underlie,added,A10-,A,General and Abstract Terms
undertake,added,A1.1.1,A,General and Abstract Terms
unemployment,added,I3.1-,I,Money and Commerce in Industry
unfortunately,added,A1.4-,A,General and Abstract Terms
uniform,added,B5,B,The Body and the Individual
unique,added,N5---,N,Numbers and Measurement
unknown,added,X2.2-,X,"Psychological Actions, States and Processes"
unlike,added,Z5,Z,Names and Grammar
unlikely,added,A7-,A,General and Abstract Terms
unusual,added,A6.2-,A,General and Abstract Terms
update,added,T1.1.2,T,Time
urban,added,M7,M,"Movement, Location, Travel and Transport"
useful,added,A1.5.2+,A,General and Abstract Terms
user,added,A1.5.1/S2mf,A,General and Abstract Terms
usually,added,A6.2+,A,General and Abstract Terms
van,added,M3fn,M,"Movement, Location, Travel and Transport"
variable,added,A6.3+,A,General and Abstract Terms
variation,added,A6.3+,A,General and Abstract Terms
vary,added,A6.1-,A,General and Abstract Terms
vast,added,N3.2+,N,Numbers and Measurement
vegetable,added,F1,F,Food and Farming
vehicle,added,M3fn,M,"Movement, Location, Travel and Transport"
venture,added,M1,M,"Movement, Location, Travel and Transport"
version,added,A4.1,A,General and Abstract Terms
versus,added,Z5,Z,Names and Grammar
veteran,added,G3/S2mf,G,Government and Public
via,added,Z5,Z,Names and Grammar
vice,added,G2.2-,G,Government and Public
victim,added,A1.1.2/G2.1/S2mf,A,General and Abstract Terms
video,added,Q4.3,Q,Language and Communication
virtually,added,A13.4,A,General and Abstract Terms
virus,added,L2,L,Life and Living Things
visible,added,X3.4,X,"Psychological Actions, States and Processes"
vision,added,X4.1,X,"Psychological Actions, States and Processes"
visual,added,X3.4,X,"Psychological Actions, States and Processes"
vital,added,A11.1+,A,General and Abstract Terms
volume,added,N3.4,N,Numbers and Measurement
voluntary,added,K2,K,"Entertainment, Sports and Games"
volunteer,added,I3.1/I1.1-/S2mf,I,Money and Commerce in Industry
voter,added,G1.2/S2mf,G,Government and Public
weakness,added,S1.2.5-,S,"Social Actions, States and Processes"
wealthy,added,I1.1+,I,Money and Commerce in Industry
web,added,Y2,Y,Science and Technology
website,added,Y2,Y,Science and Technology
wed,added,Z8,Z,Names and Grammar
weekly,added,N6+,N,Numbers and Measurement
weird,added,A6.2-,A,General and Abstract Terms
welfare,added,S8+,S,"Social Actions, States and Processes"
whereas,added,Z5,Z,Names and Grammar
whilst,added,Z5,Z,Names and Grammar
widely,added,N5+,N,Numbers and Measurement
winner,added,X9.2+/S7.3/S2mf,X,"Psychological Actions, States and Processes"
withdraw,added,M2,M,"Movement, Location, Travel and Transport"
wonderful,added,A5.1+,A,General and Abstract Terms
worker,added,I3.1/S2mf,I,Money and Commerce in Industry
writer,added,Q4.1/S2mf,Q,Language and Communication
yeah,added,Z4,Z,Names and Grammar
yourself,added,Z8,Z,Names and Grammar
zone,added,M7,M,"Movement, Location, Travel and Transport"
absent,removed,S1.1.3-,S,"Social Actions, States and Processes"
accustom,removed,A6.2+,A,General and Abstract Terms
ache,removed,B2-,B,The Body and the Individual
actress,removed,K4/S2.1f,K,"Entertainment, Sports and Games"
admission,removed,S7.4+/M1,S,"Social Actions, States and Processes"
adoption,removed,A9+,A,General and Abstract Terms
agriculture,removed,F4,F,Food and Farming
airplane,removed,M5,M,"Movement, Location, Travel and Transport"
alike,removed,A6.1+,A,General and Abstract Terms
allowance,removed,I1.1,I,Money and Commerce in Industry
aloud,removed,X3.2,X,"Psychological Actions, States and Processes"
ambition,removed,X7+,X,"Psychological Actions, States and Processes"
ambitious,removed,X7+,X,"Psychological Actions, States and Processes"
amongst,removed,Z5,Z,Names and Grammar
amuse,removed,E4.1+,E,Emotion
annoy,removed,E3-,E,Emotion
annoyance,removed,E3-,E,Emotion
anyhow,removed,Z4,Z,Names and Grammar
apology,removed,Q2.2,Q,Language and Communication
applaud,removed,E2+,E,Emotion
applause,removed,E2+/X3.2+,E,Emotion
apple,removed,L3,L,Life and Living Things
arch,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
arrow,removed,G3,G,Government and Public
artificial,removed,A5.4-,A,General and Abstract Terms
ash,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
asleep,removed,B1,B,The Body and the Individual
astonish,removed,X2.6-,X,"Psychological Actions, States and Processes"
attentive,removed,X5.1+,X,"Psychological Actions, States and Processes"
avenue,removed,M3/H3,M,"Movement, Location, Travel and Transport"
avoidance,removed,A1.9,A,General and Abstract Terms
awake,removed,B1,B,The Body and the Individual
awkward,removed,A12-,A,General and Abstract Terms
axe,removed,T2-,T,Time
backward,removed,M6,M,"Movement, Location, Travel and Transport"
baggage,removed,B5,B,The Body and the Individual
bake,removed,F1,F,Food and Farming
barber,removed,B4/S2mf,B,The Body and the Individual
bare,removed,O4.1,O,"Substances, Materials, Objects and Equipment"
bargain,removed,I1.3-,I,Money and Commerce in Industry
barrel,removed,O2,O,"Substances, Materials, Objects and Equipment"
basin,removed,O2,O,"Substances, Materials, Objects and Equipment"
basket,removed,O2,O,"Substances, Materials, Objects and Equipment"
bathe,removed,B4/M4,B,The Body and the Individual
bay,removed,W3/M4,W,World and Environment
beak,removed,L2,L,Life and Living Things
beam,removed,W2,W,World and Environment
bean,removed,F1,F,Food and Farming
beard,removed,B1,B,The Body and the Individual
beast,removed,L2mfn,L,Life and Living Things
beg,removed,Q2.2/E6-,Q,Language and Communication
berry,removed,L3,L,Life and Living Things
best,removed,A5.1+++,A,General and Abstract Terms
bicycle,removed,M3,M,"Movement, Location, Travel and Transport"
bitter,removed,F2,F,Food and Farming
blade,removed,O2,O,"Substances, Materials, Objects and Equipment"
bleed,removed,B1,B,The Body and the Individual
boast,removed,S1.2.3+/Q2.2,S,"Social Actions, States and Processes"
boil,removed,B2-,B,The Body and the Individual
bold,removed,O4.1,O,"Substances, Materials, Objects and Equipment"
bow,removed,O4.1/B1/S7.2+,O,"Substances, Materials, Objects and Equipment"
brass,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
brave,removed,E5+,E,Emotion
bravery,removed,E5+,E,Emotion
breadth,removed,N3.3,N,Numbers and Measurement
bribe,removed,G2.2-/I1.1,G,Government and Public
bribery,removed,G2.2-/I1.1,G,Government and Public
brick,removed,H1,H,"Architecture, Housing and the Home"
brighten,removed,O4.3,O,"Substances, Materials, Objects and Equipment"
bucket,removed,W4,W,World and Environment
bundle,removed,A1.1.1,A,General and Abstract Terms
bush,removed,L3,L,Life and Living Things
businesslike,removed,I3.2+,I,Money and Commerce in Industry
businessman,removed,I2.1/S2.2m,I,Money and Commerce in Industry
butter,removed,F1,F,Food and Farming
cage,removed,A1.7+,A,General and Abstract Terms
calculation,removed,N2,N,Numbers and Measurement
calculator,removed,Y2/N2,Y,Science and Technology
canal,removed,W3/M4,W,World and Environment
cape,removed,Z2,Z,Names and Grammar
captain,removed,S7.1+,S,"Social Actions, States and Processes"
carriage,removed,M2,M,"Movement, Location, Travel and Transport"
cart,removed,M2,M,"Movement, Location, Travel and Transport"
cattle,removed,L2mfn,L,Life and Living Things
caution,removed,Q2.2,Q,Language and Communication
cautious,removed,A1.3+,A,General and Abstract Terms
cave,removed,K5.1,K,"Entertainment, Sports and Games"
certainty,removed,A7+,A,General and Abstract Terms
chalk,removed,Q1.2,Q,Language and Communication
cheat,removed,G2.2-/S2mf,G,Government and Public
cheer,removed,Q2.2,Q,Language and Communication
chimney,removed,H2,H,"Architecture, Housing and the Home"
christmas,removed,S9/T1.3,S,"Social Actions, States and Processes"
circular,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
civilize,removed,P1,P,Education
classification,removed,A4.1,A,General and Abstract Terms
classify,removed,A4.1,A,General and Abstract Terms
clay,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
clerk,removed,B3/P1,B,The Body and the Individual
clever,removed,X9.1+,X,"Psychological Actions, States and Processes"
cliff,removed,W3,W,World and Environment
cloth,removed,B5,B,The Body and the Individual
coarse,removed,O4.5,O,"Substances, Materials, Objects and Equipment"
collar,removed,A9+,A,General and Abstract Terms
collector,removed,A9+/S2mf,A,General and Abstract Terms
colony,removed,M7/S7.1-,M,"Movement, Location, Travel and Transport"
comb,removed,B4,B,The Body and the Individual
commerce,removed,I2.1,I,Money and Commerce in Industry
companion,removed,S3.1/S2mf,S,"Social Actions, States and Processes"
companionship,removed,S3.1,S,"Social Actions, States and Processes"
completion,removed,T2-,T,Time
complication,removed,A12-,A,General and Abstract Terms
confess,removed,Q2.2/A10+,Q,Language and Communication
confession,removed,Q2.2/A10+,Q,Language and Communication
confidential,removed,A10-,A,General and Abstract Terms
congratulate,removed,Q2.2,Q,Language and Communication
congratulation,removed,Q2.2,Q,Language and Communication
conquer,removed,X9.2+/S7.3,X,"Psychological Actions, States and Processes"
conqueror,removed,X9.2+/S7.3/S2mf,X,"Psychological Actions, States and Processes"
conquest,removed,X9.2+/S7.3,X,"Psychological Actions, States and Processes"
conscience,removed,X2.1/G2.2,X,"Psychological Actions, States and Processes"
conscious,removed,X2.2+,X,"Psychological Actions, States and Processes"
convenience,removed,A1.2+,A,General and Abstract Terms
convenient,removed,A12+,A,General and Abstract Terms
copper,removed,I1.1,I,Money and Commerce in Industry
cork,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
corn,removed,F1,F,Food and Farming
correction,removed,A5.3+/A2.1,A,General and Abstract Terms
cottage,removed,H1,H,"Architecture, Housing and the Home"
cotton,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
courage,removed,E5+/S1.2,E,Emotion
coward,removed,E5-/S2mf,E,Emotion
cowardice,removed,E5-/S1.2,E,Emotion
creep,removed,G2.2-/S2mf,G,Government and Public
crown,removed,S7.1+,S,"Social Actions, States and Processes"
cruel,removed,E3-,E,Emotion
crush,removed,A1.1.2,A,General and Abstract Terms
cultivate,removed,F4,F,Food and Farming
cultivation,removed,F4,F,Food and Farming
cultivator,removed,Z99,Z,Names and Grammar
cupboard,removed,H5,H,"Architecture, Housing and the Home"
cure,removed,B3,B,The Body and the Individual
curl,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
curse,removed,Q2.2,Q,Language and Communication
cushion,removed,S8+,S,"Social Actions, States and Processes"
customary,removed,A6.2+,A,General and Abstract Terms
damp,removed,O1.2,O,"Substances, Materials, Objects and Equipment"
darken,removed,O4.3,O,"Substances, Materials, Objects and Equipment"
daylight,removed,W2,W,World and Environment
deaf,removed,X3.2-,X,"Psychological Actions, States and Processes"
deafen,removed,Z99,Z,Names and Grammar
decay,removed,O4.2-/A2.1,O,"Substances, Materials, Objects and Equipment"
deceit,removed,G2.2-,G,Government and Public
deceive,removed,A5.2-,A,General and Abstract Terms
decisive,removed,A11.1+,A,General and Abstract Terms
deed,removed,A1.1.1,A,General and Abstract Terms
deepen,removed,N3.3+/A2.1,N,Numbers and Measurement
deer,removed,L2mfnc,L,Life and Living Things
defendant,removed,G2.1/S2mf,G,Government and Public
delicate,removed,O4.2+,O,"Substances, Materials, Objects and Equipment"
dependence,removed,A2.2,A,General and Abstract Terms
descend,removed,M1,M,"Movement, Location, Travel and Transport"
descendant,removed,S4mfn,S,"Social Actions, States and Processes"
descent,removed,M1,M,"Movement, Location, Travel and Transport"
despair,removed,E4.1-,E,Emotion
destructive,removed,A1.1.2,A,General and Abstract Terms
devil,removed,S9,S,"Social Actions, States and Processes"
diamond,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
dictionary,removed,Q4.1,Q,Language and Communication
dine,removed,F1,F,Food and Farming
dip,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
dirt,removed,O4.2-,O,"Substances, Materials, Objects and Equipment"
disappearance,removed,A10-,A,General and Abstract Terms
disapprove,removed,E2-,E,Emotion
discomfort,removed,B2-,B,The Body and the Individual
discontent,removed,E4.2-,E,Emotion
disgust,removed,E2-,E,Emotion
disregard,removed,X5.1-,X,"Psychological Actions, States and Processes"
disrespect,removed,S7.2-,S,"Social Actions, States and Processes"
dissatisfaction,removed,E4.2-,E,Emotion
dissatisfy,removed,E4.2-,E,Emotion
ditch,removed,A9-,A,General and Abstract Terms
dive,removed,M4,M,"Movement, Location, Travel and Transport"
donkey,removed,L2mfn,L,Life and Living Things
dot,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
drawer,removed,H5,H,"Architecture, Housing and the Home"
drown,removed,L1-,L,Life and Living Things
drum,removed,X3.2,X,"Psychological Actions, States and Processes"
duck,removed,L2mfnc,L,Life and Living Things
dull,removed,X5.2-,X,"Psychological Actions, States and Processes"
eager,removed,X5.2+,X,"Psychological Actions, States and Processes"
earnest,removed,A5.2+,A,General and Abstract Terms
educator,removed,P1/S2mf,P,Education
elastic,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
elder,removed,S7.1+/S2mf,S,"Social Actions, States and Processes"
electrician,removed,O3/S2mf,O,"Substances, Materials, Objects and Equipment"
elephant,removed,L2mfn,L,Life and Living Things
enclose,removed,A1.8+,A,General and Abstract Terms
enclosure,removed,Q1.2,Q,Language and Communication
english,removed,Z2/Q3,Z,Names and Grammar
envy,removed,S1.2.2+,S,"Social Actions, States and Processes"
essence,removed,A11.1+,A,General and Abstract Terms
everlasting,removed,T2+++,T,Time
excellence,removed,A5.1+++,A,General and Abstract Terms
excessive,removed,N5.2+,N,Numbers and Measurement
explode,removed,A1.1.1,A,General and Abstract Terms
explosion,removed,A1.1.1,A,General and Abstract Terms
explosive,removed,G3/O1.1,G,Government and Public
faint,removed,B2-,B,The Body and the Individual
fame,removed,X2.2+,X,"Psychological Actions, States and Processes"
fasten,removed,A1.7+,A,General and Abstract Terms
fate,removed,S9,S,"Social Actions, States and Processes"
fatten,removed,N3.2+/A2.1+,N,Numbers and Measurement
feast,removed,F1,F,Food and Farming
feather,removed,A1.1.1,A,General and Abstract Terms
fellowship,removed,S5+c,S,"Social Actions, States and Processes"
fever,removed,B2-,B,The Body and the Individual
fierce,removed,E3-,E,Emotion
flame,removed,O4.6+,O,"Substances, Materials, Objects and Equipment"
flatten,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
flavor,removed,X3.1,X,"Psychological Actions, States and Processes"
flesh,removed,B1,B,The Body and the Individual
flour,removed,F1,F,Food and Farming
fond,removed,E2+,E,Emotion
forbid,removed,S7.4-,S,"Social Actions, States and Processes"
forgive,removed,G2.2+,G,Government and Public
fork,removed,F4,F,Food and Farming
fright,removed,E5-,E,Emotion
fry,removed,F1,F,Food and Farming
funeral,removed,L1-/S1.1.1,L,Life and Living Things
fur,removed,O1.1/L2,O,"Substances, Materials, Objects and Equipment"
furnish,removed,H5,H,"Architecture, Housing and the Home"
gaiety,removed,E4.1+,E,Emotion
gallon,removed,N3.4,N,Numbers and Measurement
garage,removed,M3/H1,M,"Movement, Location, Travel and Transport"
generous,removed,S1.2.2-,S,"Social Actions, States and Processes"
glory,removed,X2.2+,X,"Psychological Actions, States and Processes"
goat,removed,L2mfn,L,Life and Living Things
grace,removed,O4.2+/A2.1,O,"Substances, Materials, Objects and Equipment"
gradual,removed,T2++,T,Time
grammatical,removed,Q3,Q,Language and Communication
grave,removed,E4.1-,E,Emotion
grease,removed,O1,O,"Substances, Materials, Objects and Equipment"
greed,removed,S1.2.2+,S,"Social Actions, States and Processes"
guilt,removed,G2.2-,G,Government and Public
hammer,removed,A1.1.1,A,General and Abstract Terms
handkerchief,removed,B5,B,The Body and the Individual
handshake,removed,S1.1.1,S,"Social Actions, States and Processes"
handwrite,removed,Z99,Z,Names and Grammar
harden,removed,O4.5/A2.1,O,"Substances, Materials, Objects and Equipment"
harvest,removed,F4,F,Food and Farming
haste,removed,N3.8+,N,Numbers and Measurement
hasten,removed,N3.8+,N,Numbers and Measurement
hatred,removed,E2-,E,Emotion
hay,removed,L3,L,Life and Living Things
headache,removed,B2-,B,The Body and the Individual
headdress,removed,B5,B,The Body and the Individual
heal,removed,B3,B,The Body and the Individual
heap,removed,N5+,N,Numbers and Measurement
heaven,removed,S9,S,"Social Actions, States and Processes"
heavenly,removed,O4.2+,O,"Substances, Materials, Objects and Equipment"
heighten,removed,N5+/A2.1,N,Numbers and Measurement
hesitation,removed,A7-,A,General and Abstract Terms
highway,removed,M3,M,"Movement, Location, Travel and Transport"
hind,removed,M6,M,"Movement, Location, Travel and Transport"
hindrance,removed,S8-,S,"Social Actions, States and Processes"
hollow,removed,W3,W,World and Environment
holy,removed,S9,S,"Social Actions, States and Processes"
homecoming,removed,Z99,Z,Names and Grammar
homemade,removed,O4.1,O,"Substances, Materials, Objects and Equipment"
homework,removed,P1,P,Education
honesty,removed,A5.2+,A,General and Abstract Terms
horizon,removed,W3,W,World and Environment
horizontal,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
humble,removed,S7.1-,S,"Social Actions, States and Processes"
hurrah,removed,Z99,Z,Names and Grammar
hut,removed,H1,H,"Architecture, Housing and the Home"
idle,removed,A1.5.1-,A,General and Abstract Terms
imaginary,removed,A5.2-,A,General and Abstract Terms
imaginative,removed,X2.1/A6.2-,X,"Psychological Actions, States and Processes"
imitate,removed,A6.1+,A,General and Abstract Terms
imitation,removed,A6.1+,A,General and Abstract Terms
immense,removed,N3.2++,N,Numbers and Measurement
inclusive,removed,A1.8+,A,General and Abstract Terms
indoor,removed,H2,H,"Architecture, Housing and the Home"
influential,removed,S7.1+,S,"Social Actions, States and Processes"
ink,removed,Q1.2,Q,Language and Communication
inn,removed,F2/H1,F,Food and Farming
inquire,removed,Q2.2,Q,Language and Communication
insect,removed,L2mfn,L,Life and Living Things
instant,removed,T1.2,T,Time
insult,removed,Q2.2/S1.2.4-,Q,Language and Communication
interfere,removed,S1.1.3+++,S,"Social Actions, States and Processes"
interference,removed,S1.1.3+++,S,"Social Actions, States and Processes"
interrupt,removed,Q2.2,Q,Language and Communication
interruption,removed,Q2.2,Q,Language and Communication
invention,removed,X2.1,X,"Psychological Actions, States and Processes"
inventor,removed,Y1/S2mf,Y,Science and Technology
inward,removed,M6,M,"Movement, Location, Travel and Transport"
jaw,removed,Q2.1,Q,Language and Communication
jealous,removed,E4.1-/S3.2,E,Emotion
jealousy,removed,E4.1-/S3.2,E,Emotion
jewel,removed,B5,B,The Body and the Individual
juice,removed,F2,F,Food and Farming
kingdom,removed,G1.1,G,Government and Public
kneel,removed,O4.1/B1,O,"Substances, Materials, Objects and Equipment"
knot,removed,A1.1.1,A,General and Abstract Terms
ladder,removed,B5/A1.1.2,B,The Body and the Individual
lamp,removed,O2/W2,O,"Substances, Materials, Objects and Equipment"
landlord,removed,S7.1+/H4/S2.2m,S,"Social Actions, States and Processes"
lately,removed,T3---,T,Time
leaf,removed,L3,L,Life and Living Things
lengthen,removed,N3.7+/A2.1,N,Numbers and Measurement
lessen,removed,N5-/A2.1,N,Numbers and Measurement
liar,removed,A5.2-/S2mf,A,General and Abstract Terms
liberty,removed,A1.7-,A,General and Abstract Terms
librarian,removed,Q4.1/S2mf,Q,Language and Communication
lid,removed,O2,O,"Substances, Materials, Objects and Equipment"
lighten,removed,O4.3,O,"Substances, Materials, Objects and Equipment"
limb,removed,B1,B,The Body and the Individual
lipstick,removed,B4,B,The Body and the Individual
loaf,removed,A1.9-,A,General and Abstract Terms
lodge,removed,H4,H,"Architecture, Housing and the Home"
lonely,removed,S5-,S,"Social Actions, States and Processes"
loosen,removed,A1.7-,A,General and Abstract Terms
lord,removed,S7.1+,S,"Social Actions, States and Processes"
loyal,removed,S6+,S,"Social Actions, States and Processes"
loyalty,removed,S6+,S,"Social Actions, States and Processes"
lump,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
lung,removed,B1,B,The Body and the Individual
machinery,removed,O2,O,"Substances, Materials, Objects and Equipment"
madden,removed,E3-,E,Emotion
mankind,removed,S2,S,"Social Actions, States and Processes"
